Date,Open,Close
1/29/1993,43.96875,43.9375
2/1/1993,43.96875,44.25
2/2/1993,44.21875,44.34375
2/3/1993,44.40625,44.8125
2/4/1993,44.96875,45
2/5/1993,44.96875,44.96875
2/8/1993,44.96875,44.96875
2/9/1993,44.8125,44.65625
2/10/1993,44.65625,44.71875
2/11/1993,44.78125,44.9375
2/12/1993,44.875,44.59375
2/16/1993,44.46875,43.46875
2/17/1993,43.46875,43.4375
2/18/1993,43.9375,43.40625
2/19/1993,43.40625,43.5625
2/22/1993,43.6875,43.71875
2/23/1993,43.84375,43.6875
2/24/1993,43.71875,44.25
2/25/1993,44.21875,44.34375
2/26/1993,44.4375,44.40625
3/1/1993,44.5625,44.28125
3/2/1993,44.3125,44.9375
3/3/1993,45,45.125
3/4/1993,45.1875,44.875
3/5/1993,44.9375,44.75
3/8/1993,44.84375,45.75
3/9/1993,45.65625,45.59375
3/10/1993,45.59375,45.6875
3/11/1993,45.71875,45.5625
3/12/1993,45.1875,45.09375
3/15/1993,45.0625,45.3125
3/16/1993,45.3125,45.3125
3/17/1993,45.25,45.03125
3/18/1993,45.21875,45.3125
3/19/1993,45.28125,45.03125
3/22/1993,44.59375,44.78125
3/23/1993,44.90625,44.875
3/24/1993,44.8125,44.875
3/25/1993,44.90625,45.15625
3/26/1993,45.125,44.90625
3/29/1993,44.9375,45.09375
3/30/1993,45.15625,45.21875
3/31/1993,45.34375,45.1875
4/1/1993,45.25,45.03125
4/2/1993,44.65625,44.09375
4/5/1993,44.4375,44.3125
4/6/1993,44.40625,44.1875
4/7/1993,44.25,44.34375
4/8/1993,44.53125,44.28125
4/12/1993,44.71875,44.90625
4/13/1993,44.875,45
4/14/1993,45.03125,44.9375
4/15/1993,44.90625,44.9375
4/16/1993,44.96875,44.9375
4/19/1993,44.9375,44.75
4/20/1993,44.6875,44.53125
4/21/1993,44.625,44.5
4/22/1993,44.3125,43.9375
4/23/1993,43.84375,43.75
4/26/1993,43.78125,43.40625
4/27/1993,43.34375,43.875
4/28/1993,43.8125,43.78125
4/29/1993,43.875,43.96875
4/30/1993,44.125,44.03125
5/3/1993,44.09375,44.3125
